postcode,suburb,state,latitude,longitude,dist
4804,Collinsville,QLD,-20.9844,147.5398,911.39
4804,Mount Wyatt,QLD,-20.9844,147.5398,911.39
4804,Springlands,QLD,-20.9844,147.5398,911.39
4805,Bowen,QLD,-20.0121,148.2463,962.25
4805,Queens Beach,QLD,-20.1665,147.8081,970.87
4805,Bogie,QLD,-20.1665,147.8081,970.87
4805,Guthalungra,QLD,-20.1665,147.8081,970.87
4805,Merinda,QLD,-20.1665,147.8081,970.87
4806,Home Hill,QLD,-19.6661,147.4152,1039.84
4806,Osborne,QLD,-19.8433,147.4016,1024
4806,Inkerman,QLD,-19.8433,147.4016,1024
4806,Rangemore,QLD,-19.8433,147.4016,1024
4806,Wunjunga,QLD,-19.8433,147.4016,1024
4806,Fredericksfield,QLD,-19.8433,147.4016,1024
4806,Wangaratta,QLD,-19.8433,147.4016,1024
4806,Carstairs,QLD,-19.8433,147.4016,1024
4806,Kirknie,QLD,-19.8433,147.4016,1024
4807,Airville,QLD,-19.6535,147.3373,1045.39
4807,Clare,QLD,-19.8733,147.2013,1032.73
4807,Alva,QLD,-19.4575,147.4817,1055.9
4807,Dalbeg,QLD,-19.8733,147.2013,1032.73
4807,Ayr,QLD,-19.5761,147.4052,1048.88
4807,Mcdesme,QLD,-19.8733,147.2013,1032.73
4807,Jarvisfield,QLD,-19.578,147.4823,1044.44
4807,Rite Island,QLD,-19.8733,147.2013,1032.73
4807,Millaroo,QLD,-20.058,147.2817,1011.01
4807,Parkside,QLD,-19.8733,147.2013,1032.73
4807,Mount Kelly,QLD,-19.6685,147.3153,1045.23
4807,Eight Mile Creek,QLD,-19.8733,147.2013,1032.73
4807,Mona Park,QLD,-19.8733,147.2013,1032.73
4807,Mulgrave,QLD,-19.8733,147.2013,1032.73
4807,Swans Lagoon,QLD,-19.8733,147.2013,1032.73
4807,Airdmillan,QLD,-19.8733,147.2013,1032.73
4808,Brandon,QLD,-19.5667,147.3667,1051.9
4808,Colevale,QLD,-19.5557,147.3568,1053.49
4809,Giru,QLD,-19.5138,147.1072,1071.51
4809,Cromarty,QLD,-19.5649,147.1252,1065.72
4809,Jerona,QLD,-19.5649,147.1252,1065.72
4809,Upper Haughton,QLD,-19.5649,147.1252,1065.72
4809,Mount Surround,QLD,-19.5649,147.1252,1065.72
4809,Shirbourne,QLD,-19.5649,147.1252,1065.72
4809,Horseshoe Lagoon,QLD,-19.5649,147.1252,1065.72
4809,Barratta,QLD,-19.5649,147.1252,1065.72
4810,Townsville,QLD,-19.25,146.8,1113.72
4810,West End,QLD,-19.2283,146.7706,1117.44
4810,North Ward,QLD,-19.2433,146.8031,1114.16
4810,Shelly Beach,QLD,-19.2283,146.7706,1117.44
4810,Pallarenda,QLD,-19.2,146.7667,1120.29
4810,Town Common,QLD,-19.2283,146.7706,1117.44
4810,South Townsville,QLD,-19.2608,146.8297,1111
4810,Townsville City,QLD,-19.2283,146.7706,1117.44
4810,Belgian Gardens,QLD,-19.25,146.8,1113.72
4810,Castle Hill,QLD,-19.2283,146.7706,1117.44
4810,Railway Estate,QLD,-19.2779,146.8157,1110.23
4810,Rowes Bay,QLD,-19.2388,146.7885,1115.43
4811,Stuart,QLD,-19.3511,146.8368,1102.22
4811,Cluden,QLD,-19.3167,146.8333,1105.61
4811,James Cook University,QLD,-19.3511,146.8368,1102.22
4811,Oak Valley,QLD,-19.4208,146.8357,1095.85
4811,Roseneath,QLD,-19.3511,146.8368,1102.22
4811,Wulguru,QLD,-19.3284,146.8224,1105.16
4811,Oonoonba,QLD,-19.2992,146.8181,1108.11
4811,Idalia,QLD,-19.3073,146.8039,1108.19
4812,Pimlico,QLD,-19.2862,146.7899,1110.96
4812,Rosslea,QLD,-19.2956,146.7971,1109.67
4812,Hermit Park,QLD,-19.2862,146.7899,1110.96
4812,Mysterton,QLD,-19.2862,146.7899,1110.96
4812,Hyde Park,QLD,-19.2862,146.7899,1110.96
4812,Currajong,QLD,-19.2862,146.7899,1110.96
4812,Gulliver,QLD,-19.2862,146.7899,1110.96
4812,Mundingburra,QLD,-19.2862,146.7899,1110.96
4813,Townsville Milpo,QLD,-19.3366,146.7836,1106.67
4814,Murray,QLD,-19.3178,146.7927,1107.87
4814,Annandale,QLD,-19.2844,146.7624,1112.73
4814,Aitkenvale,QLD,-19.2977,146.7643,1111.39
4814,Mount Louisa,QLD,-19.2844,146.7624,1112.73
4814,Garbutt,QLD,-19.2844,146.7624,1112.73
4814,Cranbrook,QLD,-19.2844,146.7624,1112.73
4814,Vincent,QLD,-19.2844,146.7624,1112.73
4814,Heatley,QLD,-19.2844,146.7624,1112.73
4814,Douglas,QLD,-19.2844,146.7624,1112.73
4815,Rasmussen,QLD,-19.3527,146.7266,1108.53
4815,Kelso,QLD,-19.516,146.6489,1098.21
4815,Condon,QLD,-19.3304,146.7277,1110.52
4816,Mutarnee,QLD,-20.5619,144.8924,1128.03
4816,Cungulla,QLD,-19.4018,147.1108,1081.76
4816,Hidden Valley,QLD,-20.5619,144.8924,1128.03
4816,Nome,QLD,-19.382,146.9279,1094.08
4816,Mingela,QLD,-20.5619,144.8924,1128.03
4816,Julago,QLD,-19.3631,146.8866,1098.22
4816,Alligator Creek,QLD,-20.5619,144.8924,1128.03
4816,Rollingstone,QLD,-19.0456,146.3891,1156.73
4816,Sellheim,QLD,-20.5619,144.8924,1128.03
4816,Nelia,QLD,-20.5619,144.8924,1128.03
4816,Ravenswood,QLD,-20.5619,144.8924,1128.03
4816,Paluma,QLD,-20.5619,144.8924,1128.03
4816,Homestead,QLD,-20.5619,144.8924,1128.03
4816,Brookhill,QLD,-20.5619,144.8924,1128.03
4816,Macrossan,QLD,-20.5619,144.8924,1128.03
4816,Greenvale,QLD,-20.5619,144.8924,1128.03
4816,Woodstock,QLD,-20.5619,144.8924,1128.03
4816,Barringha,QLD,-20.5619,144.8924,1128.03
4816,Torrens Creek,QLD,-20.5619,144.8924,1128.03
4816,Kennedy,QLD,-20.5619,144.8924,1128.03
4816,Pentland,QLD,-20.5619,144.8924,1128.03
4816,Palm Island,QLD,-18.7266,146.6306,1172.21
4816,Prairie,QLD,-20.5619,144.8924,1128.03
4816,Ross River,QLD,-20.5619,144.8924,1128.03
4817,Bohle Plains,QLD,-19.2885,146.6865,1116.8
4817,Alice River,QLD,-19.2983,146.6674,1117.03
4817,Thuringowa Central,QLD,-19.3097,146.7301,1112.29
4817,Hervey Range,QLD,-19.2983,146.6674,1117.03
4817,Kirwan,QLD,-19.3046,146.7417,1112.08
4818,Mount St John,QLD,-19.2577,146.5565,1127.33
4818,Bluewater,QLD,-19.1744,146.5503,1135.34
4818,Black River,QLD,-19.2577,146.5565,1127.33
4818,Bohle,QLD,-19.2624,146.7123,1117.69
4818,Saunders Beach,QLD,-19.1566,146.6043,1133.79
4818,Toolakea,QLD,-19.1461,146.5822,1136.05
4818,Deeragun,QLD,-19.2457,146.6772,1121.29
4818,Bushland Beach,QLD,-19.1946,146.6753,1126.12
4818,Bluewater Park,QLD,-19.211,146.5109,1134.32
4818,Yabulu,QLD,-19.2158,146.6014,1128.51
4819,West Point,QLD,-19.1388,146.8331,1122.15
4819,Nelly Bay,QLD,-19.1569,146.8527,1119.34
4819,Magnetic Island,QLD,-19.1388,146.8331,1122.15
4819,Picnic Bay,QLD,-19.1747,146.8375,1118.55
4819,Arcadia,QLD,-19.1388,146.8331,1122.15
4819,Horseshoe Bay,QLD,-19.1188,146.8608,1122.43
4820,Columbia,QLD,-20.0041,145.9004,1102.6
4820,Grand Secret,QLD,-20.0761,146.2449,1073.67
4820,Richmond Hill,QLD,-20.0041,145.9004,1102.6
4820,Alabama Hill,QLD,-20.0829,146.2494,1072.79
4820,Mosman Park,QLD,-20.0041,145.9004,1102.6
4820,Queenton,QLD,-20.0794,146.2711,1071.68
4820,Charters Towers,QLD,-20.0041,145.9004,1102.6
4820,Millchester,QLD,-20.0953,146.276,1069.98
4820,Towers Hill,QLD,-20.0848,146.2622,1071.79
4820,Toll,QLD,-20.0506,146.2556,1075.19
4820,Lissner,QLD,-20.0763,146.2586,1072.76
4821,Stamford,QLD,-20.9445,144.1458,1156.33
4821,Hughenden,QLD,-20.843,144.2011,1159.39
4822,Richmond,QLD,-20.4507,143.2865,1259.97
4823,Warburton,QLD,-20.5351,141.5871,1393.69
4823,Mckinlay,QLD,-20.5351,141.5871,1393.69
4823,Julia Creek,QLD,-20.5351,141.5871,1393.69
4823,Kynuna,QLD,-20.5351,141.5871,1393.69
4824,Cloncurry,QLD,-20.6878,140.3845,1487.37
4824,Oorindi,QLD,-20.6878,140.3845,1487.37
4825,Winston,QLD,-20.7127,139.4967,1564.05
4825,Piturie,QLD,-21.2234,138.7211,1605.49
4825,Townview,QLD,-20.7319,139.5077,1561.97
4825,Pioneer,QLD,-21.2234,138.7211,1605.49
4825,Miles End,QLD,-20.7241,139.4867,1564.28
4825,Mornington,QLD,-21.2234,138.7211,1605.49
4825,Mount Isa,QLD,-20.7266,139.4943,1563.46
4825,The Monument,QLD,-21.2234,138.7211,1605.49
4825,Dajarra,QLD,-21.6958,139.5159,1508.18
4825,Carrandotta,QLD,-21.2234,138.7211,1605.49
4825,Sunset,QLD,-20.7086,139.5101,1563.1
4825,Parkside,QLD,-21.2234,138.7211,1605.49
4825,Mica Creek,QLD,-20.7668,139.4913,1561.41
4825,The Gap,QLD,-21.2234,138.7211,1605.49
4825,Healy,QLD,-20.7418,139.5014,1561.95
4825,Menzies,QLD,-21.2234,138.7211,1605.49
4825,Soldiers Hill,QLD,-21.2234,138.7211,1605.49
4825,Buckingham,QLD,-21.2234,138.7211,1605.49
4825,Fisher,QLD,-21.2234,138.7211,1605.49
4825,Georgina,QLD,-21.2234,138.7211,1605.49
4825,Ryan,QLD,-21.2234,138.7211,1605.49
4825,Breakaway,QLD,-21.2234,138.7211,1605.49
4825,Happy Valley,QLD,-21.2234,138.7211,1605.49
4825,Waverley,QLD,-21.2234,138.7211,1605.49
4828,Camooweal,QLD,-19.9218,138.1191,1732.48
4829,Bedourie,QLD,-24.6177,139.1149,1424.32
4829,Boulia,QLD,-22.9097,139.9068,1413.03
4829,Min Min,QLD,-24.6177,139.1149,1424.32
4829,Sturt,QLD,-24.6177,139.1149,1424.32
4829,Wills,QLD,-24.6177,139.1149,1424.32
4829,Amaroo,QLD,-24.6177,139.1149,1424.32
4829,Warenda,QLD,-24.6177,139.1149,1424.32
4829,Toko,QLD,-24.6177,139.1149,1424.32
4830,Burketown,QLD,-17.7417,139.5479,1754.33
4830,Doomadgee,QLD,-17.9435,138.8257,1798.94
4849,Cardwell,QLD,-18.2657,146.0279,1249.87
4850,Mount Fox,QLD,-18.6484,146.0373,1214.11
4850,Halifax,QLD,-18.5795,146.285,1205.8
4850,Taylors Beach,QLD,-18.6484,146.0373,1214.11
4850,Abergowrie,QLD,-18.475,145.8858,1239.05
4850,Upper Stone,QLD,-18.6484,146.0373,1214.11
4850,Hawkins Creek,QLD,-18.6115,146.1028,1213.58
4850,Allingham,QLD,-18.6484,146.0373,1214.11
4850,Victoria Plantation,QLD,-18.6466,146.2019,1204.48
4850,Gairloch,QLD,-18.6484,146.0373,1214.11
4850,Ingham,QLD,-18.6505,146.1546,1206.92
4850,Lucinda,QLD,-18.5261,146.3328,1207.98
4850,Macknade,QLD,-18.5859,146.2597,1206.68
4852,Garners Beach,QLD,-17.8466,146.0534,1287.47
4852,Bingil Bay,QLD,-17.8301,146.1,1286.39
4852,Djiru,QLD,-17.8466,146.0534,1287.47
4852,Wongaling Beach,QLD,-17.9045,146.0916,1279.87
4852,Midgeree Bar,QLD,-17.8466,146.0534,1287.47
4852,Mission Beach,QLD,-17.8673,146.1072,1282.48
4854,Cardstone,QLD,-17.9715,145.8344,1288.44
4854,Murray Upper,QLD,-18.1155,145.8028,1276.99
4854,Euramo,QLD,-17.9996,145.9363,1279.9
4854,Tully,QLD,-17.934,145.9234,1286.75
4855,Daveson,QLD,-17.8057,146.0047,1294.08
4855,El Arish,QLD,-17.8167,146,1293.31
4855,Maria Creeks,QLD,-17.8057,146.0047,1294.08
4855,Jaffa,QLD,-17.7833,146.0167,1295.5
4855,Friday Pocket,QLD,-17.8057,146.0047,1294.08
4855,Maadi,QLD,-17.8333,146,1291.76
4855,Shell Pocket,QLD,-17.8057,146.0047,1294.08
4855,Granadilla,QLD,-17.8057,146.0047,1294.08
4856,Silkwood,QLD,-17.7371,146.0005,1300.76
4856,Goolboo,QLD,-17.7786,145.9193,1301.49
4856,No. 5 Branch,QLD,-17.7786,145.9193,1301.49
4856,No. 4 Branch,QLD,-17.7786,145.9193,1301.49
4856,Mccutcheon,QLD,-17.7786,145.9193,1301.49
4856,Walter Lever Estate,QLD,-17.7786,145.9193,1301.49
4857,Silkwood East,QLD,-17.7435,146.0097,1299.63
4858,Mourilyan,QLD,-17.581,146.0412,1313.18
4858,Mourilyan Harbour,QLD,-17.6009,146.0708,1309.65
4858,Comoon Loop,QLD,-17.6009,146.0708,1309.65
4858,Martyville,QLD,-17.6009,146.0708,1309.65
4858,Etty Bay,QLD,-17.6009,146.0708,1309.65
4858,New Harbourline,QLD,-17.6009,146.0708,1309.65
4859,South Johnstone,QLD,-17.6,146,1313.69
4859,No. 6 Branch,QLD,-17.5983,145.9944,1314.17
4860,Goondi Bend,QLD,-17.5192,146.0107,1320.72
4860,Goondi,QLD,-17.5305,145.8932,1326.25
4860,Vasa Views,QLD,-17.4685,145.9656,1328.04
4860,Sundown,QLD,-17.5305,145.8932,1326.25
4860,Coorumba,QLD,-17.5563,145.9143,1322.63
4860,Eaton,QLD,-17.5305,145.8932,1326.25
4860,Mighell,QLD,-17.5363,146.03,1318.03
4860,Stoters Hill,QLD,-17.5305,145.8932,1326.25
4860,East Innisfail,QLD,-17.5314,146.0338,1318.28
4860,Wanjuru,QLD,-17.5305,145.8932,1326.25
4860,Flying Fish Point,QLD,-17.5022,146.0759,1318.71
4860,Fitzgerald Creek,QLD,-17.5305,145.8932,1326.25
4860,Coconuts,QLD,-17.5059,146.0645,1318.99
4860,Coquette Point,QLD,-17.5305,145.8932,1326.25
4860,Eubenangee,QLD,-17.4088,145.9824,1332.75
4860,O'Briens Hill,QLD,-17.5305,145.8932,1326.25
4860,South Innisfail,QLD,-17.544,146.0335,1317.11
4860,Njatjan,QLD,-17.5305,145.8932,1326.25
4860,Innisfail Estate,QLD,-17.519,146.0393,1319.15
4860,Cooroo Lands,QLD,-17.5305,145.8932,1326.25
4860,Hudson,QLD,-17.5269,146.0019,1320.49
4860,Nerada,QLD,-17.5305,145.8932,1326.25
4860,Innisfail,QLD,-17.524,146.0311,1319.13
4860,Jubilee Heights,QLD,-17.5305,145.8932,1326.25
4860,Webb,QLD,-17.5298,146.0435,1317.89
4860,Palmerston,QLD,-17.5305,145.8932,1326.25
4860,Cullinane,QLD,-17.5152,146.026,1320.25
4860,Bamboo Creek,QLD,-17.5305,145.8932,1326.25
4860,Belvedere,QLD,-17.5225,145.9901,1321.56
4860,Daradgee,QLD,-17.5305,145.8932,1326.25
4860,Garradunga,QLD,-17.4606,145.9961,1327.08
4860,Pin Gin Hill,QLD,-17.5305,145.8932,1326.25
4860,Goondi Hill,QLD,-17.5246,146.0171,1319.86
4860,Wooroonooran,QLD,-17.5305,145.8932,1326.25
4860,Mundoo,QLD,-17.5583,146.0157,1316.75
4860,East Palmerston,QLD,-17.5305,145.8932,1326.25
4860,Upper Daradgee,QLD,-17.5305,145.8932,1326.25
4861,Babinda,QLD,-17.3577,145.9755,1337.98
4861,East Russell,QLD,-17.3577,145.9755,1337.98
4861,Bartle Frere,QLD,-17.3577,145.9755,1337.98
4865,Gordonvale,QLD,-17.0928,145.785,1373.66
4865,Kamma,QLD,-17.1715,145.7424,1368.59
4865,Goldsborough,QLD,-17.1715,145.7424,1368.59
4868,Woree,QLD,-16.95,145.75,1389.16
4868,Mount Sheridan,QLD,-16.9795,145.7483,1386.45
4868,Bayview Heights,QLD,-16.9628,145.7304,1389.02
4868,White Rock,QLD,-16.9833,145.75,1385.99
4869,Bentley Park,QLD,-17.0177,145.7305,1383.81
4869,Edmonton,QLD,-17.0167,145.75,1382.82
4869,Wrights Creek,QLD,-17.0177,145.7305,1383.81
4869,Mount Peter,QLD,-17.0177,145.7305,1383.81
4870,Cairns North,QLD,-16.9066,145.7597,1392.75
4870,Kanimbla,QLD,-16.9078,145.7329,1394.11
4870,Cairns,QLD,-16.9167,145.7667,1391.4
4870,Whitfield,QLD,-16.9078,145.7329,1394.11
4870,Westcourt,QLD,-16.9278,145.7562,1390.93
4870,Martynvale,QLD,-16.9078,145.7329,1394.11
4870,Stratford,QLD,-16.8833,145.7333,1396.42
4870,Manunda,QLD,-16.9078,145.7329,1394.11
4870,Kamerunga,QLD,-16.8795,145.6892,1399.22
4870,Brinsmead,QLD,-16.9078,145.7329,1394.11
4870,Edge Hill,QLD,-16.9,145.75,1393.91
4870,Cairns Orchid Plaza,QLD,-16.9078,145.7329,1394.11
4870,Mooroobool,QLD,-16.9352,145.7362,1391.33
4870,Manoora,QLD,-16.9078,145.7329,1394.11
4870,Freshwater,QLD,-16.8833,145.7167,1397.34
4870,Cairns City,QLD,-16.9078,145.7329,1394.11
4870,Bungalow,QLD,-16.9352,145.7625,1389.88
4870,Redlynch,QLD,-16.8833,145.7,1398.26
4870,Parramatta Park,QLD,-16.9246,145.7649,1390.75
4870,Aeroglen,QLD,-16.8839,145.7467,1395.63
4870,Earlville,QLD,-16.944,145.7385,1390.36
4871,Warrubullen,QLD,-16.1048,143.1125,1625.45
4871,Kowanyama,QLD,-15.2779,141.8145,1783.39
4871,Germantown,QLD,-16.1048,143.1125,1625.45
4871,Julatten,QLD,-16.5906,145.3404,1446.03
4871,Moresby,QLD,-16.1048,143.1125,1625.45
4871,Chillagoe,QLD,-17.1538,144.5227,1442.32
4871,Edward River,QLD,-16.1048,143.1125,1625.45
4871,Aurukun,QLD,-13.6029,141.8162,1932.23
4871,Mount Carbine,QLD,-16.1048,143.1125,1625.45
4871,Coen,QLD,-13.936,143.1992,1818.17
4871,Stockton,QLD,-16.1048,143.1125,1625.45
4871,Pormpuraaw,QLD,-14.6611,141.835,1836.13
4871,Miriwinni,QLD,-16.1048,143.1125,1625.45
4871,Mount Surprise,QLD,-18.1477,144.3161,1367.78
4871,Currajah,QLD,-16.1048,143.1125,1625.45
4871,Aloomba,QLD,-17.1163,145.8349,1368.67
4871,Georgetown,QLD,-16.1048,143.1125,1625.45
4871,Cowley Beach,QLD,-17.7029,146.1011,1298.32
4871,Lockhart,QLD,-16.1048,143.1125,1625.45
4871,Kurrimine Beach,QLD,-17.7766,146.1078,1290.99
4871,Lower Cowley,QLD,-16.1048,143.1125,1625.45
4871,Forsayth,QLD,-18.5874,143.6016,1380.01
4871,Utchee Creek,QLD,-16.1048,143.1125,1625.45
4871,Bellenden Ker,QLD,-17.2727,145.9201,1349.11
4871,Laura,QLD,-16.1048,143.1125,1625.45
4871,Mount Molloy,QLD,-16.6756,145.33,1438.59
4871,Yarrabah,QLD,-16.1048,143.1125,1625.45
4871,Fishery Falls,QLD,-17.1854,145.8876,1359.19
4871,Deeral,QLD,-16.1048,143.1125,1625.45
4871,Basilisk,QLD,-17.6602,145.992,1308.47
4871,Cowley,QLD,-16.1048,143.1125,1625.45
4871,Mena Creek,QLD,-17.655,145.9565,1310.96
4871,East Trinity,QLD,-16.1048,143.1125,1625.45
4871,Wangan,QLD,-17.5778,146.0073,1315.38
4871,Cowley Creek,QLD,-16.1048,143.1125,1625.45
4871,Almaden,QLD,-16.1048,143.1125,1625.45
4871,Croydon,QLD,-16.1048,143.1125,1625.45
4871,Einasleigh,QLD,-16.1048,143.1125,1625.45
4871,Camp Creek,QLD,-16.1048,143.1125,1625.45
4871,Sandy Pocket,QLD,-16.1048,143.1125,1625.45
4871,Bombeeta,QLD,-16.1048,143.1125,1625.45
4871,Green Island,QLD,-16.1048,143.1125,1625.45
4871,Glen Boughton,QLD,-16.1048,143.1125,1625.45
4871,Boogan,QLD,-16.1048,143.1125,1625.45
4871,Gununa,QLD,-16.1048,143.1125,1625.45
4872,Walkamin,QLD,-17.124,145.4255,1391.04
4872,Innot Hot Springs,QLD,-17.9971,145.26,1320.57
4872,Tinaroo,QLD,-17.1664,145.5508,1379.9
4872,Kirrama,QLD,-17.9971,145.26,1320.57
4872,Kairi,QLD,-17.2166,145.5437,1375.6
4872,Mutchilba,QLD,-17.9971,145.26,1320.57
4872,Barrine,QLD,-17.232,145.6233,1369.61
4872,Wairuna,QLD,-17.9971,145.26,1320.57
4872,Dimbulah,QLD,-17.1492,145.1111,1407.05
4872,Silver Valley,QLD,-17.9971,145.26,1320.57
4872,Mount Garnet,QLD,-17.6761,145.1144,1358.59
4872,Lake Tinaroo,QLD,-17.9971,145.26,1320.57
4872,Minnamoolka,QLD,-17.9971,145.26,1320.57
4872,Gunnawarra,QLD,-17.9971,145.26,1320.57
4872,Danbulla,QLD,-17.9971,145.26,1320.57
4872,Koombooloomba,QLD,-17.9971,145.26,1320.57
4872,Glen Ruth,QLD,-17.9971,145.26,1320.57
4873,Newell,QLD,-16.4295,145.4041,1457.75
4873,Diwan,QLD,-16.2336,145.2576,1484.48
4873,Daintree,QLD,-16.2499,145.3192,1479.53
4873,Wonga,QLD,-16.2336,145.2576,1484.48
4873,Mossman,QLD,-16.461,145.3734,1456.46
4874,Weipa,QLD,-12.5776,141.9603,2017.79
4874,Nanum,QLD,-12.6401,141.8636,2017.74
4874,Weipa Airport,QLD,-12.5776,141.9603,2017.79
4874,Evans Landing,QLD,-12.6624,141.8491,2016.54
4874,Rocky Point,QLD,-12.5776,141.9603,2017.79
4874,Trunding,QLD,-12.6341,141.871,2017.85
4875,Thursday Island,QLD,-10.5838,142.2206,2192.54
4875,Badu Island,QLD,-10.1201,142.1394,2241.85
4876,Bamaga,QLD,-10.8517,142.427,2155.51
4877,Port Douglas,QLD,-16.484,145.4658,1449.16
4878,Barron,QLD,-16.8367,145.7022,1402.57
4878,Yorkeys Knob,QLD,-16.8167,145.7167,1403.67
4878,Smithfield,QLD,-16.8367,145.7022,1402.57
4878,Caravonica,QLD,-16.871,145.6783,1400.63
4878,Machans Beach,QLD,-16.8521,145.7458,1398.7
4878,Holloways Beach,QLD,-16.8424,145.7395,1399.97
4879,Ellis Beach,QLD,-16.7677,145.6675,1411.04
4879,Trinity Beach,QLD,-16.7833,145.7,1407.77
4879,Clifton Beach,QLD,-16.7677,145.6675,1411.04
4879,Trinity Park,QLD,-16.8057,145.7008,1405.6
4879,Palm Cove,QLD,-16.7677,145.6675,1411.04
4879,Kewarra Beach,QLD,-16.7826,145.6835,1408.75
4880,Mareeba,QLD,-17,145.4333,1402.21
4881,Kuranda,QLD,-16.8045,145.5577,1413.63
4882,Tolga,QLD,-17.2333,145.4833,1377.5
4883,Carrington,QLD,-17.3435,145.496,1366.49
4883,Atherton,QLD,-17.2683,145.4746,1374.74
4883,Upper Barron,QLD,-17.3435,145.496,1366.49
4883,East Barron,QLD,-17.3167,145.5333,1366.83
4883,Wongabel,QLD,-17.3167,145.4833,1369.72
4884,Yungaburra,QLD,-17.2705,145.5831,1368.29
4885,Malanda,QLD,-17.3519,145.5928,1360.12
4886,Millaa Millaa,QLD,-17.5133,145.6131,1343.88
4887,Moomin,QLD,-17.3818,145.2063,1379.96
4887,Wondecla,QLD,-17.4111,145.3923,1366.25
4887,Irvinebank,QLD,-17.3818,145.2063,1379.96
4887,Herberton,QLD,-17.3849,145.3866,1369.02
4887,Watsonville,QLD,-17.3818,145.2063,1379.96
4888,Evelyn,QLD,-17.4993,145.4911,1352.29
4888,Millstream,QLD,-17.7437,145.4379,1332.88
4888,Ravenshoe,QLD,-17.608,145.4832,1342.69
4888,Kaban,QLD,-17.7437,145.4379,1332.88
4888,Tumoulin,QLD,-17.7437,145.4379,1332.88
4890,Normanton,QLD,-17.9535,141.1161,1614.89
4891,Karumba,QLD,-17.4833,140.8333,1672.61
4895,Cooktown,QLD,-15.4675,145.2495,1558.35
872,Ernabella,SA,-23.7917,132.6818,1363.8
872,Fregon,SA,-23.7917,132.6818,1363.8
5000,Adelaide,SA,-34.9269,138.6,0
5000,Rundle Mall,SA,-34.9286,138.6007,0.2
5000,Halifax Street,SA,-34.9286,138.6007,0.2
5000,Hutt Street,SA,-34.9286,138.6007,0.2
5000,Station Arcade,SA,-34.9286,138.6007,0.2
5000,Adelaide Bc,SA,-34.9286,138.6007,0.2
5001,Adelaide,SA,-34.9333,138.6,0.71
5005,The University Of Adelaide,SA,-34.917,138.5771,2.36
5005,Adelaide University,SA,-34.917,138.5771,2.36
5006,North Adelaide,SA,-34.9084,138.5953,2.1
5006,North Adelaide Melbourne St,SA,-34.9084,138.5953,2.1
5007,Hindmarsh,SA,-34.9014,138.575,3.64
5007,West Hindmarsh,SA,-34.9027,138.5699,3.84
5007,Welland,SA,-34.8976,138.5588,4.97
5007,Bowden,SA,-34.9027,138.5699,3.84
5007,Brompton,SA,-34.9027,138.5699,3.84
5008,Ridleyton,SA,-34.8864,138.5684,5.35
5008,Renown Park,SA,-34.8864,138.5684,5.35
5008,Dudley Park,SA,-34.8864,138.5684,5.35
5008,Croydon,SA,-34.8864,138.5684,5.35
5008,West Croydon,SA,-34.8864,138.5684,5.35
5008,Devon Park,SA,-34.8864,138.5684,5.35
5009,Allenby Gardens,SA,-34.8919,138.5508,5.94
5009,Beverley,SA,-34.8919,138.5508,5.94
5009,Kilkenny,SA,-34.8919,138.5508,5.94
5010,Angle Park,SA,-34.8626,138.5678,7.73
5010,Ferryden Park,SA,-34.8626,138.5678,7.73
5010,Regency Park Bc,SA,-34.8626,138.5678,7.73
5010,Regency Park,SA,-34.8626,138.5678,7.73
5011,Woodville South,SA,-34.8833,138.55,6.66
5011,Woodville Park,SA,-34.8814,138.5357,7.74
5011,Woodville,SA,-34.8833,138.55,6.66
5012,Woodville North,SA,-34.8617,138.5464,8.74
5012,Mansfield Park,SA,-34.8617,138.5464,8.74
5012,Woodville Gardens,SA,-34.8617,138.5464,8.74
5012,Athol Park,SA,-34.8617,138.5464,8.74
5013,Pennington,SA,-34.857,138.5292,10.1
5013,Gillman,SA,-34.8391,138.5496,10.79
5013,Rosewater,SA,-34.8529,138.5199,11
5013,Rosewater East,SA,-34.8391,138.5496,10.79
5013,Ottoway,SA,-34.8391,138.5496,10.79
5013,Wingfield,SA,-34.8391,138.5496,10.79
5014,Cheltenham,SA,-34.8667,138.5167,10.13
5014,Queenstown,SA,-34.8683,138.5153,10.11
5014,Royal Park,SA,-34.8683,138.5153,10.11
5014,Alberton,SA,-34.8683,138.5153,10.11
5014,Albert Park,SA,-34.8683,138.5153,10.11
5014,Hendon,SA,-34.8683,138.5153,10.11
5015,Glanville,SA,-34.8445,138.492,13.45
5015,Port Adelaide,SA,-34.8155,138.5213,14.32
5015,Birkenhead,SA,-34.8333,138.5,13.84
5015,Ethelton,SA,-34.8491,138.4947,12.93
5016,Largs North,SA,-34.8233,138.4971,14.86
5016,Largs Bay,SA,-34.8233,138.4971,14.86
5016,Peterhead,SA,-34.8233,138.4971,14.86
5017,Osborne,SA,-34.8032,138.4982,16.6
5017,Taperoo,SA,-34.8032,138.4982,16.6
5018,Outer Harbor,SA,-34.7831,138.4995,18.43
5018,North Haven,SA,-34.7831,138.4995,18.43
5019,Semaphore,SA,-34.8333,138.4833,14.89
5019,Exeter,SA,-34.8484,138.4845,13.68
5020,West Lakes Shore,SA,-34.8655,138.4855,12.48
5021,West Lakes,SA,-34.8724,138.495,11.33
5022,Grange,SA,-34.9,138.4833,11.05
5022,Tennyson,SA,-34.9086,138.4972,9.59
5022,Henley Beach South,SA,-34.9268,138.5007,9.05
